District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,13,213,6041100213,101,89,12,100,71,30,3,33,49,16,0,44,173,173,140,33,48,123,112,21,140,75,65,108,57,350,167,183,44,43,200,63,2676.023784,359366.5677
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,16,216,6041100216,23,23,0,23,22,1,1,16,5,1,0,13,25,25,13,12,2,5,8,4,13,11,2,9,3,27,12,15,1,3,12,11,519.4689505,15095.88368
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,17,217,6041100217,6,6,0,6,0,6,0,0,0,6,0,1,6,6,6,0,4,6,6,0,6,0,6,6,6,22,12,10,8,1,12,1,731.9968069,30330.63473
Coimbra,Condeixa-a-Nova,Zambujal,604,60410,60410001,1,27,127,6041000127,8,8,0,8,8,0,3,1,3,1,0,8,8,8,6,2,3,5,5,1,6,2,4,7,1,20,10,10,1,0,14,5,1038.975687,61589.0801
Coimbra,Condeixa-a-Nova,Zambujal,604,60410,60410001,1,28,128,6041000128,10,10,0,10,9,1,1,3,2,4,0,9,10,10,10,0,6,8,9,0,10,6,4,6,3,21,9,12,2,3,12,4,2160.088204,218060.7839
Coimbra,Condeixa-a-Nova,Zambujal,604,60410,60410001,1,29,129,6041000129,10,10,0,10,10,0,4,4,1,1,0,10,10,10,6,4,3,5,6,0,6,3,3,6,2,17,9,8,2,2,8,5,1075.206145,56788.75456
Coimbra,Condeixa-a-Nova,Zambujal,604,60410,60410001,1,30,130,6041000130,11,11,0,11,10,1,2,1,6,2,0,11,11,11,8,3,3,7,8,0,8,2,6,6,5,24,12,12,4,5,14,1,1290.798329,65508.95402
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,8,208,6040600208,4,4,0,4,4,0,0,1,2,1,0,2,4,4,4,0,1,0,2,1,4,2,2,2,1,9,4,5,1,0,7,1,571.5388528,19174.51488
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,10,110,6041300110,15,15,0,15,15,0,0,10,4,1,0,14,15,15,11,4,5,11,11,0,11,6,5,11,3,27,14,13,2,1,12,12,1334.034116,78482.10724
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,3,603,6041100603,3,3,0,3,3,0,0,1,0,2,0,1,3,3,2,1,0,0,2,0,2,2,0,1,1,3,1,2,0,1,1,1,2417.742292,284479.6065
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,26,226,6040600226,2,2,0,2,2,0,0,0,2,0,0,2,3,3,3,0,1,3,1,1,3,1,2,2,2,8,5,3,0,3,4,1,5734.134741,1395093.492
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,27,227,6040600227,17,16,1,16,17,0,2,9,4,1,1,12,21,21,12,9,4,9,9,3,12,7,5,9,5,27,7,20,5,1,11,10,1579.117314,37015.14854
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60413,60413001,1,11,111,6041300111,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,4,3,1,1,1,2,0,1480.825565,70403.53641
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,29,229,6040600229,36,35,0,36,36,0,5,14,11,5,1,23,36,35,24,11,9,15,23,1,24,14,10,15,9,84,30,54,7,5,32,40,890.6970988,49479.65463
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,30,230,6040600230,7,7,0,7,7,0,0,4,3,0,0,2,7,7,6,1,3,6,5,0,6,3,3,6,2,17,7,10,3,0,4,10,623.9387826,24742.99896
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,31,231,6040600231,22,22,0,22,21,1,2,12,8,0,0,15,22,22,16,6,4,12,14,2,16,11,5,14,2,36,17,19,0,2,20,14,1864.015108,168584.9761
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,32,232,6040600232,18,18,0,18,18,0,2,8,5,2,1,10,19,19,11,8,5,8,8,3,11,5,6,7,4,29,10,19,5,3,16,5,2495.067742,225251.4861
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,4,604,6041100604,20,20,0,20,17,3,4,8,6,2,0,1,20,20,16,4,6,12,13,2,16,6,10,14,10,45,20,25,3,9,26,7,1175.177438,49962.26957
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,33,233,6040600233,23,23,0,23,22,1,4,6,10,3,0,12,24,24,15,9,9,15,12,2,15,9,6,13,5,42,20,22,3,5,20,14,580.0584157,14037.57948
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,19,119,6041300119,25,25,0,25,25,0,4,14,5,2,0,21,25,25,15,10,4,10,15,0,15,8,7,13,6,39,18,21,3,4,21,11,882.6546555,43212.6839
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,20,120,6041300120,24,24,0,24,24,0,6,11,5,2,0,22,24,24,15,9,8,13,15,0,15,9,6,12,4,36,17,19,0,6,16,14,1057.55159,60997.16171
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,21,121,6041300121,24,24,0,24,23,1,13,2,7,2,0,23,24,24,14,10,3,10,13,1,14,9,5,6,3,29,13,16,5,0,13,11,2076.314649,118287.7928
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,42,242,6040600242,20,19,1,20,18,2,0,9,7,3,1,4,24,24,21,3,5,19,12,7,21,12,9,15,11,50,28,22,9,9,24,8,1005.913748,54188.15272
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406001,1,2,102,6040600102,12,12,0,12,12,0,0,5,3,4,0,1,13,13,10,3,1,7,10,0,10,7,3,9,2,25,12,13,0,4,12,9,543.2621322,16726.57854
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,9,609,6041100609,14,14,0,14,13,1,1,8,5,0,0,1,14,14,12,2,4,11,12,0,12,3,9,11,6,39,19,20,6,4,20,9,3086.713196,377511.6602
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,10,610,6041100610,15,15,0,15,15,0,0,3,9,2,1,3,15,15,15,0,5,12,15,0,15,5,10,12,9,42,20,22,8,6,23,5,1203.572303,64412.3732
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,43,243,6040600243,28,28,0,28,28,0,3,7,15,3,0,13,29,29,22,7,11,21,22,0,22,12,10,18,7,57,32,25,7,4,31,15,3061.421754,258327.0245
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,12,612,6041100612,17,17,0,17,17,0,6,6,2,2,1,2,17,17,14,3,7,9,13,1,14,9,5,10,5,32,18,14,5,3,14,10,2767.128449,331357.9602
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,13,613,6041100613,3,3,0,3,3,0,0,1,2,0,0,1,3,3,3,0,2,3,3,0,3,3,0,1,0,4,2,2,0,0,3,1,5844.669667,1104914.545
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,14,614,6041100614,30,30,0,30,30,0,3,13,8,6,0,8,31,31,24,7,9,8,19,4,24,17,7,16,4,52,19,33,2,4,28,18,617.3578529,19671.19797
Coimbra,Condeixa-a-Nova,Furadouro,604,60411,60411006,6,15,615,6041100615,11,11,0,11,11,0,5,3,2,1,0,5,11,11,5,6,2,3,5,0,5,2,3,4,2,14,8,6,0,3,7,4,11015.36593,5126335.485
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,34,634,6041100634,8,8,0,8,8,0,0,1,6,1,0,1,8,8,8,0,6,8,8,0,8,3,5,9,3,24,11,13,2,2,16,4,1026.240974,34315.75239
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,12,112,6041100112,12,7,5,12,8,4,0,1,5,2,4,1,56,56,45,11,39,45,41,1,45,22,23,30,22,108,53,55,23,9,69,7,1241.684566,54914.24191
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,14,114,6041100114,11,10,1,11,8,3,0,5,6,0,0,9,19,19,17,2,2,10,13,3,17,8,9,14,6,43,23,20,5,5,20,13,878.3605552,39919.41734
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,15,115,6041100115,14,13,1,14,13,1,2,10,2,0,0,11,18,18,13,5,3,7,9,2,13,9,4,6,2,25,11,14,4,1,10,10,495.9854063,10359.12312
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,19,119,6041100119,15,14,1,15,12,3,1,11,3,0,0,9,19,19,16,3,4,13,13,0,16,11,5,10,5,33,16,17,1,5,15,12,322.4931381,6635.566048
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,3,503,6041100503,9,2,7,9,2,7,0,0,4,5,0,4,42,42,40,2,5,39,37,1,40,14,26,36,24,118,55,63,23,14,71,10,978.4359582,64959.12457
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,24,224,6040600224,21,20,1,21,20,1,2,12,5,2,0,17,25,25,17,8,8,12,13,1,17,10,7,13,8,41,22,19,3,7,20,11,803.1648317,26845.29133
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,8,108,6041100108,16,7,9,16,5,11,0,0,11,5,0,6,67,67,56,11,6,54,40,15,56,32,24,38,26,133,68,65,31,8,87,7,524.531473,13886.41567
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,53,253,6040600253,5,5,0,5,5,0,0,2,3,0,0,0,5,5,5,0,2,5,5,0,5,3,2,5,1,13,6,7,0,1,7,5,2002.855359,200468.8722
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,9,109,6041100109,9,9,0,9,8,1,1,0,8,0,0,1,9,9,9,0,4,9,8,0,9,6,3,10,3,28,16,12,1,5,15,7,2077.591916,214094.1204
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,10,110,6041100110,15,7,8,15,7,8,0,6,1,8,0,10,52,52,44,8,6,44,34,9,44,21,23,35,23,120,56,64,31,5,73,11,423.7555461,10072.09914
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,11,111,6041100111,20,20,0,20,20,0,0,0,20,0,0,4,20,20,17,3,7,7,12,3,17,7,10,13,9,49,27,22,8,5,23,13,250.6049226,3876.958271
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,23,223,6040600223,17,17,0,17,15,2,0,7,7,2,1,9,17,17,11,6,6,11,11,0,11,3,8,10,7,35,17,18,4,5,23,3,2515.898317,356269.7861
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,20,120,6041100120,22,9,13,22,8,14,0,9,3,9,1,11,101,101,93,8,29,84,70,22,93,48,45,85,49,243,103,140,50,18,144,31,1522.012849,104316.8817
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,8,208,6041100208,12,12,0,12,11,1,0,8,3,1,0,5,13,13,8,5,3,5,6,2,8,6,2,3,0,15,6,9,0,0,8,7,444.8254684,6232.989884
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,15,515,6041100515,24,23,1,24,20,4,1,11,9,3,0,21,28,28,23,5,11,22,18,4,23,17,6,18,6,52,26,26,3,6,25,18,3006.408802,425154.8005
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,2,202,6041100202,12,7,5,12,3,9,1,5,6,0,0,7,29,29,21,8,2,8,12,9,21,15,6,18,8,50,23,27,4,12,22,12,1181.905918,39518.81065
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,3,203,6041100203,3,3,0,3,3,0,0,2,1,0,0,1,4,4,3,1,1,3,2,1,3,2,1,3,1,11,7,4,1,3,3,4,363.4856645,8171.827293
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,19,119,6041200119,20,20,0,20,17,3,2,10,7,1,0,10,20,20,20,0,10,19,16,3,20,14,6,14,6,43,23,20,1,6,26,10,2625.432138,302008.7318
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,22,122,6041200122,27,27,0,27,22,5,0,10,9,7,1,12,28,28,26,2,17,26,19,2,26,11,15,25,13,73,38,35,9,10,38,16,2319.313217,190982.4202
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,23,123,6041200123,29,29,0,29,21,8,4,6,8,10,1,15,30,30,30,0,16,27,27,2,30,13,17,29,12,86,38,48,12,7,55,12,1407.608903,100034.8486
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,37,237,6040600237,4,3,0,4,4,0,1,0,2,0,1,1,4,3,3,0,1,2,1,1,3,2,1,3,1,63,24,39,2,0,6,55,750.3558976,31272.9478
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,30,630,6041100630,3,3,0,3,3,0,0,1,1,1,0,1,4,4,3,1,0,3,3,0,3,1,2,3,2,8,3,5,0,3,5,0,4566.74662,1107622.672
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,49,249,6040600249,21,21,0,21,20,1,0,8,10,2,1,6,21,21,13,8,7,9,9,2,13,11,2,7,2,24,11,13,3,1,8,12,847.2810458,27294.37891
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,1,101,6041100101,15,15,0,14,13,2,0,3,9,3,0,7,15,15,12,3,5,11,11,0,12,7,5,11,4,33,13,20,6,2,16,9,1206.093488,53064.38371
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,31,631,6041100631,14,14,0,14,9,5,0,2,5,7,0,1,14,14,11,3,7,11,10,1,11,6,5,10,5,30,16,14,5,2,18,5,1184.725737,90781.5862
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,7,407,6041100407,27,11,16,27,3,24,0,0,26,1,0,0,131,131,123,8,8,123,98,19,123,46,77,108,79,352,176,176,58,60,215,19,884.1342722,23516.91086
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,8,408,6041100408,17,3,14,17,3,14,0,0,17,0,0,0,115,115,104,11,5,104,81,18,104,48,56,80,55,269,124,145,47,38,164,20,1120.88427,23804.07108
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,50,250,6040600250,16,16,0,16,12,4,0,3,2,11,0,0,17,17,17,0,11,17,14,2,17,4,13,15,13,59,32,27,14,11,31,3,1233.139957,94311.3955
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,28,628,6041100628,28,28,0,28,28,0,3,18,4,2,1,10,28,28,20,8,10,15,16,2,20,12,8,14,4,51,26,25,8,1,26,16,755.3437903,38571.89775
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,48,248,6040600248,23,23,0,23,22,1,2,9,8,4,0,5,23,23,13,10,8,12,11,0,13,8,5,8,4,30,13,17,5,3,15,7,925.0941504,38334.46645
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,4,404,6041100404,10,5,5,10,0,10,0,0,10,0,0,0,41,41,40,1,2,38,31,8,40,18,22,34,25,109,53,56,16,22,61,10,432.9012185,11205.48168
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,29,629,6041100629,39,39,0,39,39,0,6,7,20,6,0,11,39,39,31,8,15,20,27,4,31,22,9,25,2,67,34,33,1,3,35,28,2715.298292,373171.1835
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,5,405,6041100405,5,5,0,5,5,0,3,0,2,0,0,4,6,6,3,3,1,1,2,0,3,3,0,2,1,5,1,4,0,1,3,1,1047.425364,20529.85145
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,6,406,6041100406,9,5,4,9,0,9,0,0,6,3,0,1,37,37,34,3,5,34,26,5,34,17,17,30,21,93,46,47,21,13,52,7,476.0988321,8735.230921
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220007,7,3,703,6022000703,27,27,0,27,26,1,5,5,9,8,0,5,28,28,19,9,9,17,19,0,19,10,9,18,4,55,26,29,4,4,27,20,3809.980899,641129.2234
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220007,7,4,704,6022000704,17,17,0,17,17,0,2,11,3,1,0,6,18,18,9,9,4,4,6,3,9,5,4,8,4,23,13,10,4,1,10,8,423.4193343,7967.287448
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220007,7,5,705,6022000705,23,23,0,23,23,0,3,12,6,2,0,6,25,25,19,6,5,12,17,1,19,15,4,15,4,42,19,23,2,6,12,22,525.1147152,14507.80644
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220007,7,6,706,6022000706,45,45,0,45,45,0,10,15,9,11,0,10,45,45,26,19,9,13,23,2,26,16,10,21,9,65,32,33,13,5,30,17,1002.794242,56669.85974
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220003,3,32,332,6022000332,9,9,0,9,9,0,1,0,6,1,1,1,9,9,7,2,5,6,7,0,7,5,2,4,2,14,8,6,1,2,7,4,1569.432929,136421.2339
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,15,715,6041100715,13,13,0,13,13,0,2,4,3,3,1,5,13,13,8,5,2,5,7,0,8,3,5,7,4,23,10,13,3,3,12,5,2722.370186,263235.1624
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,33,633,6041100633,6,6,0,6,5,1,1,1,3,1,0,1,6,6,3,3,3,3,3,0,3,3,0,2,0,5,3,2,0,0,1,4,1238.885052,67627.46835
Coimbra,Cantanhede,Febres,602,60207,60207001,1,23,123,6020700123,26,26,0,26,26,0,1,11,10,3,1,20,26,26,14,12,9,12,13,0,14,10,4,10,5,33,19,14,2,5,18,8,2671.795097,424793.0928
Coimbra,Mira,Seixo,608,60802,60802001,1,20,120,6080200120,21,21,0,21,21,0,5,11,3,2,0,17,21,21,14,7,9,10,14,0,14,12,2,5,2,22,10,12,3,0,7,12,754.0674744,19287.34975
Coimbra,Montemor-o-Velho,Carapinheira,610,61003,61003003,3,18,318,6100300318,15,15,0,15,15,0,3,4,7,1,0,8,16,16,11,5,7,10,9,1,11,6,5,7,2,25,16,9,3,0,12,10,2265.35979,229453.5079
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,2,502,6041100502,16,14,2,15,13,3,0,2,9,1,4,10,24,24,20,4,11,18,7,12,20,11,9,12,6,44,19,25,3,7,27,7,1257.66653,60941.68636
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220007,7,7,707,6022000707,22,22,0,22,22,0,1,13,4,4,0,5,23,23,19,4,9,10,13,2,19,9,10,15,6,50,25,25,7,5,20,18,2240.985886,197315.067
Coimbra,Coimbra,São Silvestre,603,60324,60324001,1,12,112,6032400112,12,12,0,12,12,0,0,12,0,0,0,6,13,13,6,7,2,3,4,2,6,4,2,4,2,13,5,8,1,2,7,3,539.730567,6546.290888
Coimbra,Cantanhede,Murtede,602,60208,60208001,1,25,125,6020800125,22,22,0,22,21,1,0,10,7,5,0,15,22,22,18,4,12,17,16,1,18,14,4,16,3,39,19,20,0,3,20,16,2238.246478,296581.1064
Coimbra,Montemor-o-Velho,Carapinheira,610,61010,61010001,1,15,115,6101000115,19,19,0,19,18,1,4,6,6,2,1,4,20,20,13,7,5,12,12,0,13,6,7,13,6,38,17,21,2,6,20,10,1719.115448,159786.553
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220006,6,5,605,6022000605,8,0,8,8,0,8,0,0,5,3,0,0,138,138,98,40,62,91,54,37,98,52,46,76,46,249,117,132,52,23,147,27,620.0575071,21998.0178
Coimbra,Cantanhede,Murtede,602,60208,60208001,1,19,119,6020800119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6843.447828,1024297.128
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,9,109,6041300109,5,5,0,5,4,1,0,1,3,0,1,4,5,5,5,0,3,4,5,0,5,3,2,5,2,13,6,7,2,1,7,3,1973.851462,151257.1152
Coimbra,Cantanhede,Febres,602,60207,60207002,2,20,220,6020700220,25,25,0,25,23,2,1,13,8,3,0,25,25,25,16,9,9,11,15,0,16,11,5,10,4,35,15,20,4,2,14,15,734.3532072,30000.7121
Coimbra,Montemor-o-Velho,Tentúgal,610,61011,61011002,2,39,239,6101100239,25,25,0,25,25,0,6,7,7,4,1,13,25,25,16,9,8,15,15,0,16,6,10,14,8,47,23,24,8,2,28,9,3991.404737,680616.4313
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220003,3,16,316,6022000316,30,30,0,30,30,0,7,9,11,1,2,9,30,30,17,13,12,12,14,0,17,13,4,9,4,32,10,22,3,2,12,15,1186.672881,62950.79335
Coimbra,Montemor-o-Velho,Arazede,610,61002,61002001,1,11,111,6100200111,17,17,0,17,17,0,0,9,4,2,2,7,18,18,15,3,11,14,15,0,15,9,6,11,4,37,22,15,2,4,21,10,2064.91125,228337.4745
Coimbra,Montemor-o-Velho,Seixo de Gatões,610,61010,61010001,1,28,128,6101000128,21,21,0,21,21,0,6,4,1,9,1,3,23,23,18,5,9,15,16,1,18,8,10,16,11,49,22,27,8,7,27,7,2294.97753,325730.4052
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,5,205,6041100205,6,6,0,6,3,3,0,3,3,0,0,0,6,6,6,0,1,5,3,3,6,5,1,3,0,11,6,5,0,0,7,4,499.9928775,13300.14479
Coimbra,Montemor-o-Velho,Tentúgal,610,61011,61011001,1,25,125,6101100125,17,17,0,17,17,0,0,10,6,0,1,7,18,18,11,7,7,11,11,0,11,8,3,8,2,24,12,12,4,0,14,6,612.0262957,17930.42788
Coimbra,Montemor-o-Velho,Arazede,602,60203,60203002,2,8,208,6020300208,44,44,0,44,44,0,0,40,2,0,2,26,45,45,28,17,17,21,25,1,28,14,14,23,7,72,32,40,8,2,43,19,3574.936026,576264.2466
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60209,60209001,1,21,121,6020900121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326.48233,1869562.321
Coimbra,Cantanhede,Ourentã,602,60209,60209001,1,22,122,6020900122,6,6,0,6,6,0,0,3,1,2,0,3,6,6,5,1,1,3,2,1,5,4,1,2,1,9,4,5,0,1,6,2,962.7092689,45139.28799
Coimbra,Montemor-o-Velho,Arazede,610,61002,61002003,3,6,306,6100200306,28,28,0,28,25,3,13,8,6,1,0,26,29,29,17,12,9,8,11,3,17,11,6,12,6,40,17,23,4,3,20,13,1257.646241,83301.39581
Coimbra,Mira,Praia de Mira,608,60804,60804004,4,21,421,6080400421,15,15,0,15,15,0,0,6,9,0,0,3,15,15,10,5,8,8,9,1,10,5,5,9,4,29,13,16,5,2,14,8,822.8124775,37785.51951
Coimbra,Montemor-o-Velho,Seixo de Gatões,610,61010,61010001,1,24,124,6101000124,9,9,0,9,9,0,0,5,1,2,1,4,9,9,6,3,1,4,6,0,6,2,4,5,2,17,8,9,4,0,7,6,2668.001705,286560.4837
Coimbra,Cantanhede,Febres,602,60207,60207001,1,5,105,6020700105,15,15,0,15,15,0,0,9,4,2,0,13,15,15,7,8,4,5,7,0,7,6,1,5,0,14,6,8,0,0,6,8,710.040649,24992.56578
Coimbra,Anadia,Vilarinho do Bairro,602,60221,60221003,3,16,316,6022100316,11,11,0,11,11,0,5,3,2,1,0,5,11,11,7,4,4,6,6,0,7,4,3,6,2,19,11,8,0,5,6,8,1196.331214,68397.36672
Coimbra,Anadia,Vilarinho do Bairro,602,60221,60221003,3,22,322,6022100322,20,20,0,20,20,0,1,16,0,3,0,3,21,21,12,9,9,10,10,2,12,7,5,10,4,30,16,14,4,4,11,11,1649.638684,124742.6096
Coimbra,Coimbra,São Silvestre,603,60324,60324002,2,26,226,6032400226,2,2,0,2,2,0,1,0,0,0,1,0,3,3,3,0,1,2,1,0,3,2,1,3,1,9,5,4,3,0,5,1,5982.46759,1167032.266
Coimbra,Cantanhede,Ançã,602,60201,60201002,2,14,214,6020100214,26,26,0,26,26,0,2,9,13,2,0,3,26,26,14,12,5,9,10,3,14,9,5,11,4,33,15,18,3,5,12,13,2213.035485,112834.3463
Coimbra,Cantanhede,Cantanhede e Pocariça,602,60220,60220008,8,17,817,6022000817,21,21,0,21,21,0,6,4,6,4,1,3,21,21,12,9,4,8,11,1,12,8,4,8,4,28,12,16,5,2,14,7,3958.275973,784968.8481
Coimbra,Cantanhede,São Caetano,602,60215,60215001,1,31,131,6021500131,8,8,0,8,8,0,2,5,1,0,0,4,8,8,4,4,3,4,3,0,4,4,0,1,0,5,2,3,0,0,2,3,1623.784321,92349.52687
Coimbra,Cantanhede,Portunhos e Outil,602,60222,60222001,1,2,102,6022200102,27,27,0,27,26,1,2,5,6,10,4,7,27,27,19,8,8,11,18,1,19,12,7,13,7,44,18,26,3,6,30,5,1460.152711,62005.55873
